loan_id,customer_id,loan_type,loan_amount,start_date,status
LOAN010056,CUST010434,housing,291385,2018-02-27,active
LOAN010057,CUST010440,personal,7179,2022-08-29,active
LOAN010058,CUST010442,housing,353158,2016-08-21,active
LOAN010059,CUST010443,personal,41964,2017-06-16,active
LOAN010060,CUST010446,housing,345865,2018-02-06,active
LOAN010061,CUST010448,personal,19400,2018-09-28,active
LOAN010062,CUST010449,housing,99894,2018-10-14,active
LOAN010063,CUST010451,housing,124020,2020-07-05,active
LOAN010064,CUST010452,housing,453336,2018-09-04,active
LOAN010065,CUST010453,personal,23141,2022-10-19,active
LOAN010066,CUST010454,housing,365365,2020-03-22,active
LOAN010067,CUST010455,housing,228160,2017-02-13,active
LOAN010068,CUST010457,housing,85135,2019-11-28,active
LOAN010069,CUST010457,personal,44308,2017-04-07,active
LOAN010070,CUST010459,housing,101718,2018-04-19,active
LOAN010071,CUST010463,housing,268119,2020-01-20,active
LOAN010072,CUST010463,personal,36209,2017-05-29,active
LOAN010073,CUST010464,personal,45520,2017-01-05,active
LOAN010074,CUST010466,housing,154532,2017-05-30,active
LOAN010075,CUST010466,personal,36762,2021-11-14,active
LOAN010076,CUST010467,housing,71424,2018-08-24,active
LOAN010077,CUST010469,housing,199364,2018-01-01,active
LOAN010078,CUST010471,housing,438609,2018-04-25,active
LOAN010079,CUST010475,housing,126398,2018-07-21,active
LOAN010080,CUST010477,housing,143767,2016-11-20,active
LOAN010081,CUST010478,housing,149124,2018-11-18,active
LOAN010082,CUST010480,housing,127143,2019-10-01,active
LOAN010083,CUST010480,personal,45124,2022-11-13,active
LOAN010084,CUST010484,personal,45793,2022-08-19,active
LOAN010085,CUST010485,housing,357489,2017-08-05,active
LOAN010086,CUST010486,personal,31260,2019-05-24,active
LOAN010087,CUST010491,housing,94537,2017-07-08,active
LOAN010088,CUST010494,housing,316951,2019-07-03,active
LOAN010089,CUST010495,personal,11067,2019-02-26,active
LOAN010090,CUST010497,housing,410208,2019-02-05,active
LOAN010091,CUST010500,personal,18695,2020-08-14,active
LOAN010092,CUST010501,housing,100387,2016-12-07,active
LOAN010093,CUST010502,housing,302033,2019-01-10,active
LOAN010094,CUST010503,housing,342640,2018-09-12,active
LOAN010095,CUST010504,housing,145859,2019-05-01,active
LOAN010096,CUST010504,personal,45498,2019-11-07,active
LOAN010097,CUST010505,housing,64407,2020-05-25,active
LOAN010098,CUST010505,personal,34800,2022-11-22,active
LOAN010099,CUST010506,housing,207424,2020-03-02,active
LOAN010100,CUST010506,personal,20894,2022-09-18,active
LOAN010101,CUST010507,housing,140788,2016-04-05,active
LOAN010102,CUST010510,housing,409337,2017-04-04,active
LOAN010103,CUST010511,housing,230699,2017-07-11,active
LOAN010104,CUST010511,personal,31792,2020-07-18,active
LOAN010105,CUST010514,housing,425347,2019-06-18,active
LOAN010106,CUST010515,housing,201852,2017-11-19,active
LOAN010107,CUST010518,personal,42107,2021-01-07,active
LOAN010108,CUST010519,housing,263794,2017-06-01,active
LOAN010109,CUST010521,housing,338491,2019-11-21,active
LOAN010110,CUST010523,housing,218682,2016-02-18,active
LOAN010111,CUST010525,personal,32815,2020-07-03,active
LOAN010112,CUST010527,housing,319264,2019-01-05,active
LOAN010113,CUST010536,housing,281944,2018-06-15,active
LOAN010114,CUST010536,personal,14856,2021-11-28,active
LOAN010115,CUST010538,housing,107958,2017-02-01,active
LOAN010116,CUST010540,housing,162617,2016-04-19,active
LOAN010117,CUST010544,housing,497147,2016-12-13,active
LOAN010118,CUST010546,housing,266482,2019-03-07,active
LOAN010119,CUST010549,housing,268636,2017-09-05,active
LOAN010120,CUST010551,housing,121561,2016-01-19,active
LOAN010121,CUST010552,personal,34799,2022-01-23,active
LOAN010122,CUST010558,housing,127460,2020-03-16,active
LOAN010123,CUST010560,housing,472534,2020-07-16,active
LOAN010124,CUST010561,personal,30657,2022-10-17,active
LOAN010125,CUST010565,housing,219219,2016-05-15,active
LOAN010126,CUST010565,personal,21265,2018-04-13,active
LOAN010127,CUST010567,housing,316123,2016-01-21,active
LOAN010128,CUST010573,housing,128125,2017-03-26,active
LOAN010129,CUST010577,housing,397677,2020-10-23,active
LOAN010130,CUST010579,housing,266525,2017-06-15,active
LOAN010131,CUST010580,housing,214494,2018-06-21,active
LOAN010132,CUST010592,housing,123309,2020-06-30,active
LOAN010133,CUST010593,housing,327657,2017-05-01,active
LOAN010134,CUST010593,personal,41118,2018-07-09,active
LOAN010135,CUST010595,housing,224368,2020-05-06,active
LOAN010136,CUST010596,personal,36922,2022-10-30,active
LOAN010137,CUST010597,housing,396241,2020-09-28,active
LOAN010138,CUST010598,housing,422521,2020-01-25,active
LOAN010139,CUST010600,housing,309542,2016-10-15,active
LOAN010140,CUST010600,personal,32192,2022-08-12,active
LOAN010141,CUST010603,housing,456672,2017-02-14,active
LOAN010142,CUST010603,personal,9504,2020-02-25,active
LOAN010143,CUST010605,housing,331327,2018-05-12,active
LOAN010144,CUST010605,personal,5144,2018-11-13,active
LOAN010145,CUST010609,housing,110567,2016-11-02,active
LOAN010146,CUST010611,housing,499570,2019-08-27,active
LOAN010147,CUST010615,housing,289030,2017-02-27,active
LOAN010148,CUST010617,housing,401238,2018-10-10,active
LOAN010149,CUST010617,personal,25099,2021-10-22,active
LOAN010150,CUST010618,personal,24235,2019-12-13,active
LOAN010151,CUST010619,housing,125473,2018-12-27,active
LOAN010152,CUST010624,housing,58211,2017-12-07,active
LOAN010153,CUST010625,housing,226068,2018-08-26,active
LOAN010154,CUST010626,housing,86233,2020-08-31,active
LOAN010155,CUST010626,personal,38635,2022-04-12,active
LOAN010156,CUST010628,housing,340566,2017-05-04,active
LOAN010157,CUST010629,housing,432742,2016-05-04,active
LOAN010158,CUST010638,housing,56964,2018-04-01,active
LOAN010159,CUST010641,housing,222534,2017-05-12,active
LOAN010160,CUST010647,housing,220915,2020-10-26,active
LOAN010161,CUST010653,housing,414330,2018-01-21,active
LOAN010162,CUST010656,housing,79254,2016-11-18,active
LOAN010163,CUST010661,housing,329677,2019-07-09,active
LOAN010164,CUST010665,personal,43373,2021-09-16,active
LOAN010165,CUST010666,personal,21183,2019-08-17,active
LOAN010166,CUST010668,housing,407847,2018-06-20,active
LOAN010167,CUST010672,housing,133330,2018-11-10,active
LOAN010168,CUST010674,housing,109782,2017-09-06,active
LOAN010169,CUST010675,housing,420522,2018-11-13,active
LOAN010170,CUST010676,housing,179155,2016-10-04,active
LOAN010171,CUST010681,housing,295927,2020-05-28,active
LOAN010172,CUST010682,housing,411526,2016-10-28,active
LOAN010173,CUST010682,personal,27756,2021-01-13,active
LOAN010174,CUST010683,housing,368456,2016-11-22,active
LOAN010175,CUST010684,housing,144354,2018-05-30,active
LOAN010176,CUST010687,housing,251173,2018-07-13,active
LOAN010177,CUST010689,housing,466693,2016-07-23,active
LOAN010178,CUST010689,personal,19026,2017-11-06,active
LOAN010179,CUST010690,housing,321274,2017-07-17,active
LOAN010180,CUST010693,housing,171068,2016-09-11,active
LOAN010181,CUST010693,personal,21579,2020-07-31,active
LOAN010182,CUST010697,housing,409504,2020-03-08,active
LOAN010183,CUST010698,housing,170664,2020-12-17,active
LOAN010184,CUST010699,housing,276700,2017-07-24,active
LOAN010185,CUST010700,housing,466087,2018-03-24,active
LOAN010186,CUST010700,personal,27613,2018-01-02,active
LOAN010187,CUST010705,housing,244542,2019-06-13,active
LOAN010188,CUST010705,personal,18733,2021-09-25,active
LOAN010189,CUST010710,housing,340291,2020-09-19,active
LOAN010190,CUST010720,personal,23586,2022-02-05,active
LOAN010191,CUST010721,housing,444141,2020-11-01,active
LOAN010192,CUST010723,housing,50640,2019-09-29,active
LOAN010193,CUST010723,personal,20908,2019-03-07,active
LOAN010194,CUST010726,housing,289067,2019-01-22,active
LOAN010195,CUST010728,housing,50981,2016-02-11,active
LOAN010196,CUST010730,housing,474549,2016-05-21,active
LOAN010197,CUST010732,housing,298113,2020-07-25,active
LOAN010198,CUST010735,housing,245480,2019-06-25,active
LOAN010199,CUST010736,housing,359648,2020-08-16,active
LOAN010200,CUST010737,housing,175207,2018-03-02,active
LOAN010201,CUST010738,housing,352029,2018-07-08,active
LOAN010202,CUST010742,housing,332162,2018-09-01,active
LOAN010203,CUST010747,personal,5553,2021-07-17,active
LOAN010204,CUST010752,housing,57956,2016-08-29,active
LOAN010205,CUST010753,housing,357320,2016-08-11,active
LOAN010206,CUST010757,personal,11230,2022-12-13,active
LOAN010207,CUST010760,housing,356312,2018-12-01,active
LOAN010208,CUST010760,personal,45874,2020-01-03,active
LOAN010209,CUST010761,housing,282020,2019-12-29,active
LOAN010210,CUST010763,personal,12886,2017-04-05,active
LOAN010211,CUST010764,housing,350318,2018-09-21,active
LOAN010212,CUST010769,housing,443641,2018-12-22,active
LOAN010213,CUST010769,personal,46028,2022-07-13,active
LOAN010214,CUST010775,housing,297297,2020-03-26,active
LOAN010215,CUST010779,personal,45489,2022-06-02,active
LOAN010216,CUST010780,housing,453420,2020-07-15,active
LOAN010217,CUST010784,housing,240697,2016-11-19,active
LOAN010218,CUST010784,personal,4508,2019-11-30,active
LOAN010219,CUST010795,housing,169833,2017-06-17,active
LOAN010220,CUST010803,housing,131720,2020-01-05,active
LOAN010221,CUST010803,personal,3818,2018-05-04,active
LOAN010222,CUST010804,housing,482453,2016-12-29,active
LOAN010223,CUST010804,personal,22942,2020-04-20,active
LOAN010224,CUST010808,personal,46078,2018-11-16,active
LOAN010225,CUST010809,housing,190918,2018-05-05,active
LOAN010226,CUST010809,personal,17952,2020-07-27,active
LOAN010227,CUST010811,housing,343160,2018-01-30,active
LOAN010228,CUST010816,housing,400389,2016-01-17,active
LOAN010229,CUST010818,housing,289957,2016-03-30,active
LOAN010230,CUST010819,housing,492828,2018-04-24,active
LOAN010231,CUST010824,personal,47255,2022-03-07,active
LOAN010232,CUST010827,housing,300468,2018-11-21,active
LOAN010233,CUST010834,personal,10343,2020-04-30,active
LOAN010234,CUST010836,housing,395522,2016-11-01,active
LOAN010235,CUST010838,housing,185969,2016-05-01,active
LOAN010236,CUST010838,personal,39111,2020-04-17,active
LOAN010237,CUST010852,personal,27527,2017-09-16,active
LOAN010238,CUST010857,housing,249834,2018-02-01,active
LOAN010239,CUST010857,personal,43253,2017-04-10,active
LOAN010240,CUST010859,personal,17638,2018-12-29,active
LOAN010241,CUST010864,housing,370090,2019-03-27,active
LOAN010242,CUST010875,housing,430807,2018-11-25,active
LOAN010243,CUST010877,housing,348032,2017-02-17,active
LOAN010244,CUST010879,housing,383528,2017-09-12,active
LOAN010245,CUST010882,housing,319776,2016-09-28,active
LOAN010246,CUST010886,personal,5577,2020-08-08,active
LOAN010247,CUST010891,housing,352777,2020-09-05,active
LOAN010248,CUST010892,housing,331500,2016-08-28,active
LOAN010249,CUST010893,housing,50882,2016-12-05,active
LOAN010250,CUST010894,housing,470173,2017-05-15,active
LOAN010251,CUST010895,personal,47291,2021-12-17,active
LOAN010252,CUST010897,housing,467960,2017-05-17,active
LOAN010253,CUST010899,housing,255834,2017-05-23,active
LOAN010254,CUST010901,housing,181978,2017-11-04,active
LOAN010255,CUST010902,housing,60564,2019-04-27,active
LOAN010256,CUST010903,housing,381554,2017-09-23,active
LOAN010257,CUST010904,personal,23949,2017-12-08,active
LOAN010258,CUST010905,housing,95160,2019-09-18,active
LOAN010259,CUST010905,personal,40325,2019-10-02,active
LOAN010260,CUST010906,personal,30826,2019-02-05,active
LOAN010261,CUST010908,housing,430012,2017-11-08,active
LOAN010262,CUST010913,housing,353053,2016-02-26,active
LOAN010263,CUST010919,housing,487006,2016-10-07,active
LOAN010264,CUST010920,housing,348872,2018-04-22,active
LOAN010265,CUST010920,personal,31682,2021-06-08,active
LOAN010266,CUST010921,personal,34157,2022-09-25,active
LOAN010267,CUST010924,personal,16462,2017-04-08,active
LOAN010268,CUST010925,housing,198597,2018-05-01,active
LOAN010269,CUST010927,housing,170082,2020-03-30,active
LOAN010270,CUST010927,personal,46223,2022-12-19,active
LOAN010271,CUST010930,housing,242379,2020-02-14,active
LOAN010272,CUST010932,housing,223189,2020-03-09,active
LOAN010273,CUST010934,housing,436984,2019-04-21,active
LOAN010274,CUST010938,housing,393109,2017-03-02,active
LOAN010275,CUST010941,housing,376148,2020-01-20,active
LOAN010276,CUST010942,personal,47457,2017-08-16,active
LOAN010277,CUST010945,housing,124974,2018-03-26,active
LOAN010278,CUST010948,housing,450449,2017-04-17,active
LOAN010279,CUST010951,housing,100140,2016-12-20,active
LOAN010280,CUST010956,housing,466879,2017-09-26,active
LOAN010281,CUST010959,personal,42402,2022-09-15,active
LOAN010282,CUST010962,housing,460173,2016-09-25,active
LOAN010283,CUST010964,housing,304251,2016-06-14,active
LOAN010284,CUST010966,housing,159515,2016-02-01,active
LOAN010285,CUST010974,personal,24841,2021-10-20,active
LOAN010286,CUST010976,housing,338238,2018-01-28,active
LOAN010287,CUST010977,housing,57044,2020-04-25,active
LOAN010288,CUST010980,housing,231424,2018-06-17,active
LOAN010289,CUST010981,personal,3098,2021-07-01,active
LOAN010290,CUST010982,personal,29973,2019-10-06,active
LOAN010291,CUST010983,housing,96313,2017-08-02,active
LOAN010292,CUST010985,housing,401942,2019-02-12,active
LOAN010293,CUST010987,housing,406515,2016-10-19,active
LOAN010294,CUST010989,housing,69437,2020-06-26,active
LOAN010295,CUST010991,housing,76484,2020-05-21,active
LOAN010296,CUST010994,housing,209515,2020-06-21,active
LOAN010297,CUST010994,personal,8635,2018-12-23,active
LOAN010298,CUST010998,housing,189690,2018-02-11,active
LOAN010299,CUST011003,personal,33085,2019-07-31,active
LOAN010300,CUST011007,housing,184527,2020-09-22,active
LOAN010301,CUST011007,personal,11706,2022-01-03,active
LOAN010302,CUST011008,housing,414503,2018-11-07,active
LOAN010303,CUST011008,personal,21146,2017-10-06,active
LOAN010304,CUST011010,housing,178186,2020-04-19,active
LOAN010305,CUST011011,housing,167664,2017-04-29,active
LOAN010306,CUST011011,personal,7462,2020-08-24,active
LOAN010307,CUST011014,housing,269237,2017-07-06,active
LOAN010308,CUST011016,housing,71451,2018-08-09,active
LOAN010309,CUST011016,personal,38157,2021-06-29,active
LOAN010310,CUST011019,personal,5323,2022-09-15,active
LOAN010311,CUST011020,housing,154522,2020-05-20,active
LOAN010312,CUST011024,personal,32532,2021-07-02,active
LOAN010313,CUST011026,housing,339872,2016-11-14,active
LOAN010314,CUST011027,housing,61566,2017-09-04,active
LOAN010315,CUST011028,housing,246175,2019-01-03,active
LOAN010316,CUST011030,housing,97810,2017-10-13,active
LOAN010317,CUST011030,personal,34711,2020-03-24,active
LOAN010318,CUST011042,personal,39492,2017-11-27,active
LOAN010319,CUST011049,personal,40307,2019-03-04,active
LOAN010320,CUST011050,housing,257479,2019-06-13,active
LOAN010321,CUST011050,personal,41744,2021-03-16,active
LOAN010322,CUST011051,housing,424561,2020-05-02,active
LOAN010323,CUST011052,housing,382181,2016-10-06,active
LOAN010324,CUST011056,personal,25922,2021-07-18,active
LOAN010325,CUST011059,housing,77242,2019-04-08,active
LOAN010326,CUST011059,personal,13702,2019-08-29,active
LOAN010327,CUST011064,housing,341437,2019-03-03,active
LOAN010328,CUST011066,housing,83769,2016-08-21,active
LOAN010329,CUST011067,housing,160901,2017-01-13,active
LOAN010330,CUST011068,personal,32954,2021-10-12,active
LOAN010331,CUST011070,housing,247735,2019-09-24,active
LOAN010332,CUST011072,housing,291467,2018-04-02,active
LOAN010333,CUST011073,housing,303035,2016-03-20,active
LOAN010334,CUST011087,housing,155356,2020-07-11,active
LOAN010335,CUST011087,personal,16993,2019-06-09,active
LOAN010336,CUST011089,housing,452616,2019-08-05,active
LOAN010337,CUST011089,personal,41367,2018-11-16,active
LOAN010338,CUST011092,housing,399157,2016-12-20,active
LOAN010339,CUST011095,housing,475641,2019-11-19,active
LOAN010340,CUST011097,housing,95665,2019-05-09,active
LOAN010341,CUST011099,personal,42774,2021-07-19,active
LOAN010342,CUST011103,housing,419567,2020-11-02,active
LOAN010343,CUST011105,housing,475014,2016-05-26,active
LOAN010344,CUST011107,housing,249084,2017-04-17,active
LOAN010345,CUST011109,housing,64048,2016-02-23,active
LOAN010346,CUST011110,personal,18169,2022-05-14,active
LOAN010347,CUST011113,personal,15692,2017-04-29,active
LOAN010348,CUST011118,housing,172624,2017-02-18,active
LOAN010349,CUST011121,housing,377560,2019-04-11,active
LOAN010350,CUST011125,housing,107843,2020-08-07,active
LOAN010351,CUST011130,housing,328983,2019-04-14,active
LOAN010352,CUST011132,housing,450764,2016-12-31,active
LOAN010353,CUST011132,personal,36745,2019-12-31,active
LOAN010354,CUST011134,housing,99036,2019-01-03,active
LOAN010355,CUST011134,personal,3885,2020-03-31,active
LOAN010356,CUST011136,housing,166927,2018-09-19,active
LOAN010357,CUST011136,personal,20727,2020-08-18,active
LOAN010358,CUST011137,housing,68254,2019-02-12,active
LOAN010359,CUST011138,housing,273987,2019-04-10,active
LOAN010360,CUST011138,personal,35219,2021-10-08,active
LOAN010361,CUST011139,housing,212437,2020-01-27,active
LOAN010362,CUST011139,personal,21282,2020-04-21,active
LOAN010363,CUST011140,housing,310489,2017-03-08,active
LOAN010364,CUST011141,housing,133079,2017-09-11,active
LOAN010365,CUST011142,housing,137550,2016-11-07,active
LOAN010366,CUST011143,housing,57172,2020-02-01,active
LOAN010367,CUST011144,housing,162114,2016-07-01,active
LOAN010368,CUST011145,housing,426130,2019-01-03,active
LOAN010369,CUST011145,personal,8711,2022-12-05,active
LOAN010370,CUST011147,housing,115563,2019-01-18,active
LOAN010371,CUST011148,housing,245039,2016-01-11,active
LOAN010372,CUST011149,housing,496384,2020-01-12,active
LOAN010373,CUST011149,personal,15538,2017-06-16,active
LOAN010374,CUST011150,personal,22168,2021-06-16,active
LOAN010375,CUST011151,housing,54293,2016-06-18,active
LOAN010376,CUST011152,housing,73992,2018-12-26,active
LOAN010377,CUST011153,housing,358179,2020-01-03,active
LOAN010378,CUST011166,housing,79266,2019-12-17,active
LOAN010379,CUST011166,personal,26289,2022-01-07,active
LOAN010380,CUST011168,housing,426535,2016-01-07,active
LOAN010381,CUST011169,housing,247761,2019-04-23,active
LOAN010382,CUST011178,housing,393245,2018-06-04,active
LOAN010383,CUST011178,personal,26589,2020-08-10,active
LOAN010384,CUST011179,personal,16702,2020-10-05,active
LOAN010385,CUST011182,housing,87027,2018-07-30,active
LOAN010386,CUST011182,personal,21735,2017-12-21,active
LOAN010387,CUST011186,personal,44734,2020-02-17,active
LOAN010388,CUST011187,housing,142792,2017-12-17,active
LOAN010389,CUST011190,personal,45707,2020-06-12,active
LOAN010390,CUST011192,personal,45447,2022-09-23,active
LOAN010391,CUST011194,housing,495669,2020-09-01,active
LOAN010392,CUST011198,housing,119314,2018-09-13,active
LOAN010393,CUST011199,housing,463925,2016-03-21,active
LOAN010394,CUST011203,personal,7223,2018-10-10,active
LOAN010395,CUST011208,housing,171684,2016-03-21,active
LOAN010396,CUST011213,housing,185121,2018-10-10,active
LOAN010397,CUST011219,housing,300826,2020-04-22,active
LOAN010398,CUST011222,housing,169435,2017-06-12,active
LOAN010399,CUST011227,housing,307337,2017-05-15,active
LOAN010400,CUST011227,personal,16278,2022-01-22,active
LOAN010401,CUST011230,personal,42359,2017-01-04,active
LOAN010402,CUST011233,housing,335752,2017-04-28,active
LOAN010403,CUST011235,housing,288980,2017-10-30,active
LOAN010404,CUST011236,housing,497055,2016-05-11,active
LOAN010405,CUST011241,housing,264420,2017-02-04,active
LOAN010406,CUST011242,housing,226924,2018-03-02,active
LOAN010407,CUST011247,housing,244727,2016-10-09,active
LOAN010408,CUST011253,housing,163576,2017-01-13,active
LOAN010409,CUST011253,personal,42736,2018-07-12,active
LOAN010410,CUST011258,housing,162978,2016-10-10,active
LOAN010411,CUST011261,housing,179098,2018-05-09,active
LOAN010412,CUST011263,personal,8686,2022-10-22,active
LOAN010413,CUST011272,housing,209676,2020-11-12,active
LOAN010414,CUST011275,housing,84730,2018-07-30,active
LOAN010415,CUST011275,personal,37410,2018-12-16,active
LOAN010416,CUST011279,housing,410486,2016-11-15,active
LOAN010417,CUST011279,personal,34791,2017-03-18,active
LOAN010418,CUST011282,housing,428582,2016-10-30,active
LOAN010419,CUST011283,housing,206004,2019-05-01,active
LOAN010420,CUST011284,housing,143055,2017-07-10,active
LOAN010421,CUST011284,personal,16401,2018-10-22,active
LOAN010422,CUST011286,housing,286994,2017-08-28,active
LOAN010423,CUST011286,personal,43670,2019-11-02,active
LOAN010424,CUST011287,housing,415476,2016-07-21,active
LOAN010425,CUST011288,housing,461137,2019-02-01,active
LOAN010426,CUST011292,housing,395884,2017-08-04,active
LOAN010427,CUST011293,housing,55087,2018-12-05,active
LOAN010428,CUST011295,housing,294278,2020-09-25,active
LOAN010429,CUST011296,housing,381884,2018-07-20,active
LOAN010430,CUST011306,housing,484900,2017-12-23,active
LOAN010431,CUST011311,housing,73978,2019-01-09,active
LOAN010432,CUST011313,housing,90694,2019-04-26,active
LOAN010433,CUST011315,housing,464052,2016-01-16,active
LOAN010434,CUST011325,housing,439283,2019-06-16,active
LOAN010435,CUST011327,personal,44647,2017-03-29,active
LOAN010436,CUST011328,housing,247757,2019-05-03,active
LOAN010437,CUST011328,personal,5457,2022-07-13,active
LOAN010438,CUST011329,housing,323278,2018-07-10,active
LOAN010439,CUST011333,housing,420983,2019-09-20,active
LOAN010440,CUST011333,personal,45859,2019-05-25,active
LOAN010441,CUST011336,housing,462544,2020-08-23,active
LOAN010442,CUST011337,housing,398834,2016-09-18,active
LOAN010443,CUST011337,personal,5640,2021-11-18,active
LOAN010444,CUST011338,housing,355175,2019-05-30,active
LOAN010445,CUST011341,personal,49014,2018-08-13,active
LOAN010446,CUST011342,housing,99194,2017-02-26,active
LOAN010447,CUST011344,housing,355246,2017-10-01,active
LOAN010448,CUST011345,personal,41215,2018-09-05,active
LOAN010449,CUST011349,housing,472888,2019-02-18,active
LOAN010450,CUST011351,personal,49046,2020-06-25,active
LOAN010451,CUST011352,personal,16937,2021-02-01,active
LOAN010452,CUST011354,housing,174826,2017-04-17,active
LOAN010453,CUST011363,personal,27422,2018-06-27,active
LOAN010454,CUST011371,housing,405696,2016-09-05,active
LOAN010455,CUST011380,housing,123948,2017-03-03,active
LOAN010456,CUST011381,housing,315153,2017-01-14,active
LOAN010457,CUST011382,personal,19957,2018-07-15,active
LOAN010458,CUST011386,housing,99449,2018-06-22,active
LOAN010459,CUST011388,housing,374564,2018-03-26,active
LOAN010460,CUST011390,housing,72045,2020-07-13,active
LOAN010461,CUST011390,personal,37451,2022-01-06,active
LOAN010462,CUST011391,housing,462410,2016-05-04,active
LOAN010463,CUST011392,housing,417343,2017-11-13,active
LOAN010464,CUST011394,housing,101462,2019-09-19,active
LOAN010465,CUST011395,housing,188271,2018-06-05,active
LOAN010466,CUST011396,housing,391373,2019-10-22,active
LOAN010467,CUST011399,housing,221686,2018-09-06,active
LOAN010468,CUST011406,personal,22393,2020-12-14,active
LOAN010469,CUST011408,personal,43266,2019-02-11,active
LOAN010470,CUST011410,personal,45636,2019-08-10,active
LOAN010471,CUST011414,housing,60631,2016-03-04,active
LOAN010472,CUST011415,housing,77920,2016-12-09,active
LOAN010473,CUST011417,housing,196961,2018-12-29,active
LOAN010474,CUST011421,housing,237464,2018-05-10,active
LOAN010475,CUST011422,housing,316069,2016-08-20,active
LOAN010476,CUST011422,personal,41466,2017-10-13,active
LOAN010477,CUST011423,personal,17506,2020-07-27,active
LOAN010478,CUST011424,housing,413954,2018-12-16,active
LOAN010479,CUST011426,personal,42557,2017-05-13,active
LOAN010480,CUST011429,personal,6371,2017-08-24,active
LOAN010481,CUST011430,housing,86581,2017-02-26,active
LOAN010482,CUST011436,housing,233039,2019-05-12,active
LOAN010483,CUST011437,housing,415103,2020-11-14,active
LOAN010484,CUST011438,housing,213446,2017-12-14,active
LOAN010485,CUST011441,housing,77741,2020-01-28,active
LOAN010486,CUST011443,housing,290905,2020-03-28,active
LOAN010487,CUST011446,housing,461263,2017-10-09,active
LOAN010488,CUST011447,housing,68612,2020-07-21,active
LOAN010489,CUST011448,housing,400217,2017-07-05,active
LOAN010490,CUST011450,housing,248402,2019-09-25,active
LOAN010491,CUST011451,housing,304155,2017-03-06,active
LOAN010492,CUST011452,housing,301773,2018-08-02,active
LOAN010493,CUST011455,housing,341407,2016-06-15,active
LOAN010494,CUST011456,housing,290482,2016-02-04,active
LOAN010495,CUST011457,housing,218195,2016-11-12,active
LOAN010496,CUST011458,housing,457162,2020-05-07,active
LOAN010497,CUST011459,personal,33139,2017-04-18,active
LOAN010498,CUST011462,personal,36359,2020-01-20,active
LOAN010499,CUST011466,housing,329207,2020-03-08,active
LOAN010500,CUST011468,housing,189744,2020-05-29,active
LOAN010501,CUST011470,housing,130195,2017-04-19,active
LOAN010502,CUST011470,personal,8878,2018-01-07,active
LOAN010503,CUST011471,personal,43023,2018-12-21,active
LOAN010504,CUST011472,housing,499499,2019-10-01,active
LOAN010505,CUST011480,personal,29507,2019-04-02,active
LOAN010506,CUST011481,personal,48705,2021-09-30,active
LOAN010507,CUST011487,personal,8043,2017-03-30,active
LOAN010508,CUST011489,housing,482050,2019-03-02,active
LOAN010509,CUST011492,personal,9358,2019-11-14,active
LOAN010510,CUST011494,housing,98760,2020-10-14,active
LOAN010511,CUST011496,housing,177831,2018-03-12,active
LOAN010512,CUST011496,personal,5877,2019-08-26,active
LOAN010513,CUST011498,housing,476968,2020-04-06,active
LOAN010514,CUST011498,personal,28874,2022-12-16,active
LOAN010515,CUST011500,housing,315403,2016-11-24,active
LOAN010516,CUST011500,personal,49616,2021-03-29,active
LOAN010517,CUST011503,housing,427772,2019-05-14,active
LOAN010518,CUST011505,housing,375316,2019-05-16,active
LOAN010519,CUST011505,personal,12641,2019-05-11,active
LOAN010520,CUST011509,housing,246015,2019-12-03,active
LOAN010521,CUST011509,personal,40893,2022-12-20,active
LOAN010522,CUST011513,personal,25327,2017-01-30,active
LOAN010523,CUST011515,personal,45378,2017-10-18,active
LOAN010524,CUST011516,housing,63733,2018-06-08,active
LOAN010525,CUST011518,housing,289009,2020-07-27,active
LOAN010526,CUST011522,housing,407234,2020-03-04,active
LOAN010527,CUST011523,personal,25042,2017-10-08,active
LOAN010528,CUST011530,housing,404596,2016-06-30,active
LOAN010529,CUST011532,housing,393927,2018-12-07,active
LOAN010530,CUST011533,housing,453246,2018-09-06,active
LOAN010531,CUST011536,housing,469796,2018-05-23,active
LOAN010532,CUST011536,personal,43906,2021-06-26,active
LOAN010533,CUST011537,personal,16923,2019-05-31,active
LOAN010534,CUST011542,personal,25261,2017-07-23,active
LOAN010535,CUST011549,housing,408255,2016-12-16,active
LOAN010536,CUST011552,housing,440813,2019-09-03,active
LOAN010537,CUST011561,housing,458405,2016-07-11,active
LOAN010538,CUST011564,personal,34483,2020-04-29,active
LOAN010539,CUST011565,personal,3007,2017-03-26,active
LOAN010540,CUST011566,housing,165459,2020-01-24,active
LOAN010541,CUST011567,housing,148620,2018-02-20,active
LOAN010542,CUST011568,personal,19451,2018-08-09,active
LOAN010543,CUST011572,housing,58158,2018-03-09,active
LOAN010544,CUST011573,housing,294370,2017-02-26,active
LOAN010545,CUST011574,housing,282898,2019-03-24,active
LOAN010546,CUST011575,personal,39406,2022-06-16,active
LOAN010547,CUST011576,personal,32184,2020-02-28,active
LOAN010548,CUST011577,housing,121111,2020-05-18,active
LOAN010549,CUST011580,housing,305713,2017-02-21,active
LOAN010550,CUST011581,housing,331132,2016-05-26,active
LOAN010551,CUST011582,housing,209113,2016-12-22,active
LOAN010552,CUST011583,housing,387144,2018-05-22,active
LOAN010553,CUST011584,housing,396913,2019-11-12,active
LOAN010554,CUST011585,housing,304672,2016-11-27,active
